custom_id,error,model,Q1,Q2,Q3,Q4,in_actual
samples_table_GSE179212.csv,,gpt-5-mini-2025-08-07,"No | evidence: Sample metadata rows label entries as cell lines (e.g., 'KRAS G12C NCI-H23 cell line', 'resistance clone of sotorasib-sensitive KRAS G12C NCI-H23 cells') and no patient-level fields such as overall survival, progression-free survival, survival time, or status are provided. | justification: All entries are in vitro cell line samples; there is no patient clinical data or survival time/status in the provided metadata.","No | stage i evidence: No staging information is present in the metadata; samples are cell lines, not patient tumor stages. | act evidence: No annotation indicating adjuvant chemotherapy (ACT) is present in the metadata. | justification: The dataset contains experimental cell line samples and resistance clones without any clinical staging or treatment annotations, so it cannot meet the >50% stage I or explicit ACT criteria.","meets survival criterion: No | meets stage or act criterion: No | justification: Fails both required inclusion conditions: lacks patient-specific survival time/status and lacks clinical staging or ACT annotations. The samples are cell-line experiments, not patient cohorts.",No,False
samples_table_GSE16597.csv,,gpt-5-mini-2025-08-07,"No | evidence: Metadata columns shown: Gender, Age, Stage, Sample; no columns for survival time or status (no OS/PFS/RFS/event/date fields). | justification: The provided sample metadata contain clinical stage but do not include any patient-specific survival time or event/status information.","Yes | stage i evidence: 19 of 36 tumor samples are labeled stage I (IA or IB) — 19/36 = 52.8%, i.e. >50% stage I. | act evidence: No explicit adjuvant chemotherapy (ACT) annotation is present in the provided metadata. | justification: The dataset meets the stage I composition criterion because a majority (>50%) of samples are stage I; no ACT data available.","meets survival criterion: No | meets stage or act criterion: Yes | justification: Although the cohort has a majority of stage I patients (19/36, 52.8%), it lacks any patient-level survival time/status data required by the meta-analysis inclusion criteria.",No,False
samples_table_GSE72788.csv,,gpt-5-mini-2025-08-07,"No | evidence: Dataset consists of cancer cell line samples (A549, H441, H460, H2009) and treatment labels; no patient records or columns for survival time/status (e.g., OS, PFS, RFS). | justification: All entries are labeled as 'Cancer Cell Line' with replicate samples and shRNA treatments; no patient survival data present.",No | stage i evidence: No clinical staging information present; samples are cell lines (no TNM/stage fields). | act evidence: No adjuvant chemotherapy annotation or treatment metadata indicating ACT; only 'control' or 'PKC-delta KD' are listed. | justification: The dataset contains in vitro cell line experiments without any clinical stage or ACT annotations.,meets survival criterion: No | meets stage or act criterion: No | justification: Fails both required criteria: there is no patient-specific survival time/status and no clinical staging or ACT information (samples are cell lines). Thus it does not meet inclusion requirements.,No,False
samples_table_GSE55860.csv,,gpt-5-mini-2025-08-07,No | evidence: Metadata lists only cell line samples (H460) and GSM sample IDs; no fields for patient survival time or status (OS/RFS/PFS) are present. | justification: This SuperSeries describes in vitro experiments on H460 cell lines (TRAIL-sensitive/resistant). There is no patient cohort or clinical follow-up data included.,"No | stage i evidence: No clinical staging information is provided; all samples are labeled as cell lines (H460). | act evidence: No annotation indicating adjuvant chemotherapy (ACT) or treatment of patients is present. | justification: Dataset comprises cell line experiments rather than patient samples, so neither stage distribution nor ACT annotation apply.",meets survival criterion: No | meets stage or act criterion: No | justification: Fails both required inclusion criteria: lacks any patient-specific survival time/status data and does not contain >50% stage I patients or ACT annotations. It is an in vitro cell line study.,No,False
samples_table_GSE52712.csv,,gpt-5-mini-2025-08-07,"No | evidence: Title/summary and GSM sample table list only cell lines (MCF7, MCF10A) and amplified single cells; no patient identifiers or survival time/status (OS/PFS/RFS) are provided. | justification: This dataset contains cell-line and single-cell amplification experiments, not clinical patient samples, so no patient-level survival data are available.","No | stage i evidence: Sample metadata contains only cell line names (MCF7, MCF10A) and single-cell labels; there are no tumor stage annotations. | act evidence: No adjuvant chemotherapy (ACT) annotation is present in the description or sample table. | justification: Because the dataset comprises non-clinical cell line/single-cell samples, there is no information on tumor stage or adjuvant treatment.","meets survival criterion: No | meets stage or act criterion: No | justification: Fails required criteria: no patient-specific survival time/status and no stage I majority or ACT annotations. The samples are experimental cell lines/single cells, not clinical NSCLC patient samples.",No,False
samples_table_GSE166750.csv,,gpt-5-mini-2025-08-07,"No | evidence: Summary lists only A549 cell line samples (GSM5077610–GSM5077618) with siCTRL/siAPEX1 treatments; no patient survival time or status fields (OS/PFS/RFS) are provided. | justification: This is an in vitro cell line experiment (A549 replicates) rather than a clinical cohort, so no patient-level survival data exist.","No | stage i evidence: All entries describe A549 cell line samples and replicates; no patient staging information is present. | act evidence: No adjuvant chemotherapy or clinical treatment annotations for patients are provided; treatments refer to siRNA perturbations in cell lines. | justification: Dataset consists entirely of cell line experiments with siRNA treatments, so it cannot meet stage I composition or contain ACT annotations.","meets survival criterion: No | meets stage or act criterion: No | justification: Fails both required criteria: lacks any patient-specific survival/time data, and contains no clinical stage or adjuvant chemotherapy annotations (all samples are A549 cell line experiments).",No,False
samples_table_GSE44077.csv,,gpt-5-mini-2025-08-07,"No | evidence: Provided sample metadata lists tissue types, sample collection, and characteristics for each GSM (e.g., 'NSCLC', 'Normal lung', 'airway', 'airway brushing'). No fields or columns for survival time, overall survival, progression-free survival, follow-up time, or vital status are present in the summary or sample table. | justification: No patient-specific survival time or status information is included in the dataset description or sample annotations.","Unclear | stage i evidence: Title/summary refer to 'early stage NSCLC' but the sample metadata contains no per-patient staging (no 'Stage', 'T/N/M', or numeric stage fields) or counts indicating % Stage I patients. | act evidence: No adjuvant chemotherapy (ACT) or treatment annotation is present in the sample metadata or summary. | justification: While the study is described as 'early stage', there is no explicit per-patient stage information to confirm that >50% are Stage I, and no ACT annotation is provided.",meets survival criterion: No | meets stage or act criterion: No | justification: The dataset lacks patient-specific survival time/status (fails criterion 1). It also does not provide explicit per-patient staging or ACT annotation to verify >50% Stage I composition or ACT status (fails criterion 2). Therefore it does not meet the inclusion requirements.,No,False
samples_table_GSE27705.csv,,gpt-5-mini-2025-08-07,"Yes | evidence: Sample metadata includes 'survival (months): <value>' in Characteristics and a 'Dead (Ch1)' column with values 1.0/0.0 (e.g., GSM686110: 'survival (months): 6.5', Dead = 1.0; GSM686120: 'survival (months): 147.8', Dead = 0.0). | justification: Both patient-specific survival time (months) and binary event status (dead: 1/0) are present in the sample annotations.","No | stage i evidence: NSCLC tumor samples are annotated as 'early' or 'late'. Among tumor samples GSM686110–GSM686129 there are 10 'early' and 10 'late' cases (10/20 = 50%), so not >50% stage I/early. | act evidence: No mention of adjuvant chemotherapy or ACT annotation is present in the provided metadata. | justification: The dataset does not have a majority (>50%) of stage I/early cases and contains no explicit ACT annotation.","meets survival criterion: Yes | meets stage or act criterion: No | justification: Survival time and event status are available (meets criterion 1). However, it fails criterion 2 because only 50% of tumors are labeled 'early' (not >50%) and there is no adjuvant chemotherapy annotation. Therefore it does not satisfy the required stage/ACT condition.",No,False
samples_table_GSE131027.csv,,gpt-5-mini-2025-08-07,"No | evidence: No columns or fields for survival time or status (e.g., OS, PFS, survival_time, vital_status) are present in the provided table or summary. | justification: The dataset table contains sample IDs, tissue, cancer type, mutated gene, and HRD/PARP predictions only; the summary discusses variant frequencies but does not report patient-level survival times or event status.","No | stage i evidence: No stage information provided for any samples; the study title/summary describes 'advanced solid cancers,' implying later-stage disease rather than stage I. | act evidence: No annotation or column indicates adjuvant chemotherapy (ACT) status or treatment labels. | justification: There is neither per-sample staging (so cannot determine proportion of Stage I patients) nor any explicit ACT annotation in the dataset.",meets survival criterion: No | meets stage or act criterion: No | justification: Fails both required inclusion criteria: lacks patient-specific survival time/status and lacks stage I majority or ACT annotation. Therefore it does not meet the study inclusion requirements.,No,False
samples_table_GSE42375.csv,,gpt-5-mini-2025-08-07,"No | evidence: Title and sample metadata indicate A549 cell line (2D/3D culture) and GEO sample accessions (GSM1038431 etc.); no patient identifiers, survival time, or status fields are present. | justification: This is an in vitro cell-line experiment (A549 spheroid/2D treated with TGF/TNF) and contains ChIP/epigenetic assay samples, not patient clinical data.","No | stage i evidence: No clinical staging information or patient-stage fields present; all samples are labeled as A549 cell line (2D/3D). | act evidence: No adjuvant chemotherapy annotation or any treatment annotation relevant to patient therapy; 'treated' refers to in vitro TNF/TGF exposure. | justification: Sample metadata describe experimental treatments of a cell line, not patient treatment or stage; therefore neither >50% stage I composition nor ACT annotation is met.",meets survival criterion: No | meets stage or act criterion: No | justification: Dataset lacks patient-specific survival time/status and clinical annotations (stage or ACT). It is an A549 cell-line epigenetics experiment and does not satisfy inclusion criteria.,No,False
samples_table_GSE75308.csv,,gpt-5-mini-2025-08-07,"No | evidence: Sample metadata lists cell line samples (PC9) and treatments (DMSO, 0.5µM Gefitinib, co-culture with MRC-5). No fields for patient survival time or status (OS/PFS/RFS) are present. | justification: This is an in vitro cell line experiment (PC9) with no patient-level clinical data; therefore no survival time or event status is available.","No | stage i evidence: No clinical stage information provided in metadata; samples are labeled as 'PC9' cell line, not patient tumor stages. | act evidence: No annotation indicating adjuvant chemotherapy for patients; treatment refers to in vitro gefitinib exposure, not clinical ACT. | justification: Dataset contains only cell line experimental conditions and treatment with gefitinib/co-culture—no patient stage or adjuvant chemotherapy annotations.",meets survival criterion: No | meets stage or act criterion: No | justification: Fails both required criteria: lacks patient-specific survival time/status and lacks >50% stage I composition or explicit adjuvant chemotherapy annotation. It is an in vitro cell line study.,No,False
samples_table_GSE66604.csv,,gpt-5-mini-2025-08-07,"No | evidence: Sample metadata lists only cell lines (EBC1, EBC1-R). No patient records or survival time/status fields provided in title/summary or sample table. | justification: Dataset contains in vitro cell line samples; no patient-level clinical data (OS/RFS/PFS) are present.",No | stage i evidence: None — no patient staging information; samples are cell lines. | act evidence: None — no adjuvant chemotherapy annotation or clinical treatment data provided. | justification: Dataset comprises laboratory cell line experiments without any clinical annotations about stage or adjuvant chemotherapy.,"meets survival criterion: No | meets stage or act criterion: No | justification: Fails both required criteria: lacks patient-specific survival data and lacks stage I majority or ACT annotation. It is an in vitro cell line study, not a clinical patient cohort.",No,False
samples_table_GSE86928.csv,,gpt-5-mini-2025-08-07,"No | evidence: Dataset describes experiments on A549 cell line treated with sodium butyrate/phenylbutyrate; no patient records or survival time/status fields present in title/summary or sample table. | justification: This is an in vitro cell-line study (A549), not clinical patient data; no overall survival, progression-free survival, relapse-free survival, or status variables are provided.","No | stage i evidence: No clinical staging information provided; samples are cell line A549, not patient tumor samples. | act evidence: No annotation for adjuvant chemotherapy or treatment in a clinical context—treatments listed are in vitro chemical treatments (sodium butyrate/phenylbutyrate). | justification: Dataset contains no patient-level staging or ACT annotation; sample composition is entirely experimental cell-line samples.",meets survival criterion: No | meets stage or act criterion: No | justification: Fails both required inclusion criteria: lacks patient-specific survival time/status and lacks clinical Stage I majority or explicit adjuvant chemotherapy annotation. It is an in vitro A549 cell-line treatment study.,No,False
samples_table_GSE93300.csv,,gpt-5-mini-2025-08-07,"No | evidence: Metadata headers and sample lines include Clinical stage, Age, Gender, Smoking history, Histology, Egfr mutational status; no fields for survival time or status (e.g., OS, PFS, RFS). | justification: The dataset provides clinical and mutation annotations only; there is no patient-specific survival time or event/status information present.","No | stage i evidence: Among the cancer samples (9 NSCLC patients), clinical stages are: IV, IV, IIIB, IV, IV, IV, IV, IV, IV — zero Stage I patients (0%). | act evidence: There is no column or entry indicating adjuvant chemotherapy or treatment annotation in the provided metadata. | justification: The cohort contains no Stage I majority and lacks any explicit adjuvant chemotherapy annotation.","meets survival criterion: No | meets stage or act criterion: No | justification: Fails both inclusion requirements: no patient-level survival time/status is provided, and the dataset neither has >50% Stage I patients nor explicit adjuvant chemotherapy annotations.",No,False
samples_table_GSE66606.csv,,gpt-5-mini-2025-08-07,"No | evidence: Title and sample table describe Calu-6 cell line experiments (e.g., 'Calu-6 lung cancer cells', GSM entries for transfected cell replicates). No patient IDs, survival times, or status fields present. | justification: This is an in vitro cell line siRNA experiment; there are no patient-specific clinical data such as overall survival, progression-free survival, or event status.","No | stage i evidence: No sample-level clinical staging information is provided; all entries are labeled as cell line samples (Calu-6). | act evidence: No adjuvant chemotherapy or treatment annotations are present in the sample metadata. | justification: Samples are experimental cell lines, so sample composition by clinical stage or ACT annotations is not applicable.","meets survival criterion: No | meets stage or act criterion: No | justification: The dataset lacks patient-level survival time/status and contains no clinical staging or adjuvant chemotherapy information (it's a cell line experiment), therefore it does not meet the inclusion criteria.",No,False
samples_table_GSE123031.csv,,gpt-5-mini-2025-08-07,"No | evidence: Metadata lists GSM IDs and sample descriptions for HCC827 cell line replicates and treatments (e.g., 'HCC827 cells, parental, rep1', 'TGFB1-treated (30 days)'); no fields for survival time or status (OS/PFS/RFS). | justification: This is an in vitro cell line transcriptomic experiment (HCC827) with biological replicates and treatment conditions, not patient samples with clinical follow-up.","No | stage i evidence: Sample source is 'HCC827 cell line' for all entries; no tumor stage annotations are provided. | act evidence: Treatments are experimental (TGFB1, shRNA, SNAIL overexpression, controls); there is no annotation of adjuvant chemotherapy. | justification: No patient-level clinical data are present, so neither >50% Stage I composition nor explicit ACT annotation can be established.",meets survival criterion: No | meets stage or act criterion: No | justification: Dataset is entirely cell line experimental data without any survival/time-to-event variables or clinical annotations (stage or ACT). It does not meet either inclusion criterion.,No,False
samples_table_GSE119144.csv,,gpt-5-mini-2025-08-07,"No | evidence: Provided sample metadata lists GSM IDs and 'disease state' = tumor only; no columns for survival time, survival status, OS, RFS, or PFS. | justification: No patient-level survival time or event/status information is present in the supplied dataset description or sample table.",No | stage i evidence: No stage information is provided in the sample metadata (only 'tumor'). | act evidence: No adjuvant chemotherapy annotation or treatment fields are present in the provided data. | justification: The metadata contains only sample IDs and disease state; neither tumor stage nor treatment/ACT annotations are included.,meets survival criterion: No | meets stage or act criterion: No | justification: Fails both required criteria: no patient-specific survival time/status and no evidence of ≥50% stage I composition or explicit ACT annotation in the provided dataset description.,No,False
samples_table_GSE84720.csv,,gpt-5-mini-2025-08-07,"No | evidence: Study description and sample annotations describe sera from 56 NSCLC patients and healthy controls, experimental details about cultured monocyte-derived dendritic cells; no patient-specific survival time or status (OS/PFS/RFS) fields are provided. | justification: Dataset is an in vitro experiment using pooled patient sera; no individual-level clinical survival data are reported.","No | stage i evidence: Description states 'Patients in late stage of non-small cell lung cancer (NSCLC) were selected' and sera were pooled from these late-stage patients (56 total). No indication of Stage I majority. | act evidence: No adjuvant chemotherapy (ACT) annotation is provided in the title, summary, or sample annotations. | justification: Patients are described as late-stage (not Stage I) and samples were pooled; there is no explicit ACT annotation, so neither inclusion criterion (≥50% Stage I or ACT annotation) is met.",meets survival criterion: No | meets stage or act criterion: No | justification: Fails survival criterion because no patient-specific survival time/status data. Fails stage/ACT criterion because patients are described as late-stage (not ≥50% Stage I) and no ACT annotation is present. Therefore it does not meet the inclusion criteria.,No,False
samples_table_GSE30291.csv,,gpt-5-mini-2025-08-07,"No | evidence: Dataset contains cell line metadata (e.g., Cell line names, Tissue of origin, Age, Sex, Sample description, Prior treatment). No fields for patient survival time or status (OS, RFS, PFS) are present. | justification: This is an NCI-60 cancer cell line aCGH dataset; entries describe cell lines rather than individual patient clinical follow-up, so no patient-specific survival time or event status is available.","No | stage i evidence: Sample descriptions list cell lines and tissue of origin (e.g., LC:A549, LC:NCI-H522) with no TNM or Stage I/II/III/IV annotations. | act evidence: Some 'Prior treatment' entries list drugs for cell lines, but there is no explicit annotation of adjuvant chemotherapy (ACT) for patient samples. | justification: The dataset is composed of established cell lines without clinical staging information and lacks explicit patient-level adjuvant chemotherapy annotations.","meets survival criterion: No | meets stage or act criterion: No | justification: Fails both required inclusion criteria: no patient-specific survival time/status and no majority Stage I composition nor explicit ACT annotation. Data are cell lines, not clinical patient samples.",No,False
samples_table_GSE37058.csv,,gpt-5-mini-2025-08-07,"No | evidence: Summary and sample table list primary bronchial epithelial cell samples (GSM IDs) and pathway perturbations; no patient-level clinical fields, no survival time or status (OS/RFS/PFS) reported. | justification: This is an in vitro/airway epithelial cell expression dataset from bronchoscopies of never-smokers with pathway perturbations; no survival endpoints are provided.","No | stage i evidence: Sample descriptions state 'Primary bronchial epithelial cells from 3 never smokers' — these are normal airway cells, not tumor samples or staged NSCLC patients. | act evidence: No fields or annotations indicating adjuvant chemotherapy (ACT) are present. | justification: Dataset contains normal/perturbed airway epithelial cell samples rather than clinical NSCLC cases; therefore neither >50% Stage I composition nor ACT annotation is met.","meets survival criterion: No | meets stage or act criterion: No | justification: The dataset lacks any patient survival time/status and consists of non-malignant airway epithelial cell samples (perturbation experiments), so it fails both required inclusion criteria.",No,False
samples_table_GSE43493.csv,,gpt-5-mini-2025-08-07,"No | evidence: Sample table lists GSM IDs and describes cell lines (A549 parental and A549/CDDP) with a 'Cisplatin sensitivity' column; no columns for survival time or status (OS, RFS, PFS) are present. | justification: This is an in vitro cell line expression dataset (A549 and A549/CDDP) with no patient-level clinical follow-up or survival annotations.","No | stage i evidence: No staging information provided; all entries are cell line samples (A549, A549/CDDP), not patient tumor stages. | act evidence: No adjuvant chemotherapy annotation present. The only treatment-related field is 'Cisplatin sensitivity' which describes cell line resistance, not patient ACT. | justification: Dataset contains laboratory cell line samples rather than clinical patient data, so neither >50% Stage I composition nor ACT annotations apply.",meets survival criterion: No | meets stage or act criterion: No | justification: Fails required criteria: lacks patient-specific survival time/status and lacks patient staging or ACT annotation because it is an in vitro cell line study.,No,False
samples_table_GSE51722.csv,,gpt-5-mini-2025-08-07,"No | evidence: Metadata shows experimental xenograft samples (GPL10558_Cell line=A549; GPL6887_Host for tumor=SCID; sample titles like 'A549 in Itga11 wt1,xenograph'). No patient identifiers, survival times, or status fields provided. | justification: This is a preclinical xenograft study in SCID mice using cell lines (A549, H460SM); no patient-level clinical follow-up or survival data are present.",No | stage i evidence: No clinical stage annotations present in the metadata (samples are labeled as cell line/xenograph). | act evidence: No adjuvant chemotherapy or treatment annotation is provided in the metadata. | justification: All samples are from mouse xenografts/cell lines with genotype labels (integrin11 +/-/+/−) and lack any clinical staging or treatment (ACT) fields; therefore neither >50% stage I composition nor explicit ACT annotation is satisfied.,meets survival criterion: No | meets stage or act criterion: No | justification: Fails both required criteria: no patient-specific survival time/status data and no clinical staging or adjuvant chemotherapy annotations (preclinical xenograft dataset).,No,False
samples_table_GSE31798.csv,,gpt-5-mini-2025-08-07,"No | evidence: Provided table/metadata lists sample IDs, tissue and histologic subtype (Adenocarcinoma, Squamous Cell Carcinoma) only; no columns or fields for overall survival, progression-free survival, recurrence-free survival, survival time, or vital status. | justification: No patient-level survival time or status information is present in the supplied dataset excerpt; it appears to be copy-number (array CGH) sample metadata only.","No | stage i evidence: No staging information (e.g., 'Stage I', 'T1', 'IA') is present in the provided metadata. | act evidence: No annotation indicating adjuvant chemotherapy or ACT status appears in the provided fields. | justification: The metadata contains tumor histology and sample/source descriptors but lacks any stage or treatment (ACT) annotations.","meets survival criterion: No | meets stage or act criterion: No | justification: The dataset does not include patient-specific survival time/status and does not provide stage or adjuvant chemotherapy annotations, so it fails both required inclusion criteria.",No,False
samples_table_GSE64766.csv,,gpt-5-mini-2025-08-07,"No | evidence: No columns indicating survival time or status (e.g., OS, RFS, PFS). Columns shown include Patient id, Gender, Diagnosis, Tissue, EGFR mutation, Tki status, Resistance mechanism. | justification: Dataset is a SuperSeries of tumor samples and derived cell lines with molecular/diagnostic annotations only; no patient survival time or event/status fields present.","No | stage i evidence: No tumor stage annotations present (no Stage I/II/III/IV fields); Diagnosis field contains NSCLC or SCLC but no stage breakdown. | act evidence: No adjuvant chemotherapy (ACT) annotation or treatment timing fields are present (only Tki status and resistance mechanism are listed). | justification: Neither requirement is met: there is no indication that >50% of samples are Stage I, and there is no explicit ACT annotation.",meets survival criterion: No | meets stage or act criterion: No | justification: Fails both inclusion criteria — lacks patient-specific survival data and lacks stage or ACT information. Dataset contains molecular/tissue annotations and cell line samples but not the required clinical survival or stage/ACT metadata.,No,False
samples_table_GSE42979.csv,,gpt-5-mini-2025-08-07,No | evidence: Dataset samples are A549 cell line experiments (GSM1054353–GSM1054358); no patient records or clinical fields shown in title/summary. | justification: This is an in vitro cell-line microarray study (A549) — no patient-specific survival time or status (OS/RFS/PFS) are provided.,"No | stage i evidence: None — sample composition is cell lines, not clinical staging. | act evidence: None — no adjuvant chemotherapy annotations or patient treatment information present. | justification: All samples are experimental cell-line treatments (siRNA, PIAS3 overexpression, EGF stimulation); no clinical stage or ACT data are available.",meets survival criterion: No | meets stage or act criterion: No | justification: Fails primary inclusion criteria: lacks patient-level survival data and does not contain >50% stage I patients or any adjuvant chemotherapy annotation. It's a preclinical cell-line dataset.,No,False
samples_table_GSE37699.csv,,gpt-5-mini-2025-08-07,"No | evidence: Dataset sample rows are cell line GSMs (NCI-H1975) with columns for cell line and 'Wz4002 resistant' status; no patient identifiers, no survival time or status fields (OS/RFS/PFS). | justification: This is an in vitro cell-line dataset (parental vs resistant NCI-H1975 replicates). There are no patient-level clinical fields or survival outcomes provided.",No | stage i evidence: No staging information present; samples are labeled as cell lines (NCI-H1975) without clinical stage annotations. | act evidence: No adjuvant chemotherapy or treatment annotation for clinical patients is present; only a 'Wz4002 resistant' flag for cell-line samples. | justification: The dataset contains only cell-line experimental replicates and lacks any clinical staging or ACT annotations; therefore it cannot meet the >50% Stage I or explicit ACT criteria.,meets survival criterion: No | meets stage or act criterion: No | justification: Fails both required criteria: no patient-specific survival time/status and no clinical stage or adjuvant chemotherapy annotations (cell-line data only).,No,False
samples_table_GSE147029.csv,,gpt-5-mini-2025-08-07,"No | evidence: Dataset consists of cell line samples (A549, H1299) with labels like 'control' and 'radiation treatment' and no patient records or survival fields. | justification: No patient-specific clinical data present; only in vitro cell line expression samples are provided, so no OS/RFS/PFS time or status available.","No | stage i evidence: Sample metadata lists only cell lines (A549, H1299); no clinical staging information provided. | act evidence: No annotation of adjuvant chemotherapy or treatment history; only radiation treatment of cell lines is described. | justification: This is an in vitro radiation experiment on NSCLC cell lines, so there are no patient stage distributions or ACT annotations.",meets survival criterion: No | meets stage or act criterion: No | justification: Fails both required criteria: lacks patient survival time/status and lacks clinical-stage or ACT annotations (cell line experiment only).,No,False
samples_table_GSE242843.csv,,gpt-5-mini-2025-08-07,"No | evidence: Sample metadata lists GSM entries for parental, transformed, and reversed cell lines (e.g., ""parental cells, biological rep1"", ""transformed cells"", ""reversed cells""); no fields for patient survival time or status (OS/PFS/RFS). | justification: Dataset consists of cell line microarray samples, not patient samples; no survival time or event/status variables are present.","No | stage i evidence: No clinical stage annotations present in sample metadata; all entries describe cell types/experimental treatments rather than patient stages. | act evidence: No explicit adjuvant chemotherapy (ACT) annotation — treatments listed are experimental agents (Erlotinib, UNC0638) applied to cell lines, not clinical adjuvant chemotherapy recorded for patients. | justification: All samples are in vitro cell line conditions with experimental treatments; there is no patient-level staging or ACT information.","meets survival criterion: No | meets stage or act criterion: No | justification: Fails both required criteria: lacks any patient-specific survival data and lacks clinical stage or ACT annotations (samples are cell line experiments), so does not meet inclusion requirements.",No,False
samples_table_GSE160482.csv,,gpt-5-mini-2025-08-07,"No | evidence: Provided metadata lists GSM sample names for cell lines (H82, H2107), constructs, treatments, and timepoints (day 0/1/7); no patient survival time or status fields (OS/PFS/RFS). | justification: This is an in vitro experimental dataset (cell-line induction with doxycycline). There are no patient-level clinical follow-up or survival endpoints reported.","No | stage i evidence: No clinical stage annotations present; samples are labeled as cell lines (H82, H2107), not patient tumor stages. | act evidence: No adjuvant chemotherapy annotation; 'Dox' refers to doxycycline induction in cell lines, not chemotherapy. | justification: Dataset contains experimental cell-line samples only and does not include stage I proportions or explicit ACT information.",meets survival criterion: No | meets stage or act criterion: No | justification: Fails both required criteria: lacks any survival status/time data and lacks patient-stage or ACT annotations (experimental cell-line study).,No,False
samples_table_GSE196499.csv,,gpt-5-mini-2025-08-07,"No | evidence: Title and summary describe microarray of A549 cell line treated with siRNA; sample table lists GSM5885535/36 as 'CRMP2A siRNA A549 cells' and 'Scramble A549 cells' (no patient IDs or clinical fields). | justification: Data derive from an in vitro A549 NSCLC cell line experiment; there are no patient-specific records or survival time/status (OS, PFS, RFS) reported.","No | stage i evidence: No clinical staging fields or patient sample annotations present; samples are labeled as A549 cells. | act evidence: No adjuvant chemotherapy annotation or other treatment metadata provided—only transfection (CRMP2A siRNA vs scramble). | justification: Dataset contains only cell line experimental samples, so >50% stage I composition and explicit ACT annotations cannot apply.",meets survival criterion: No | meets stage or act criterion: No | justification: Fails both inclusion criteria: lacks any patient-level survival time/status and lacks clinical staging or ACT annotation (in vitro cell line study).,No,False
samples_table_GSE67051.csv,,gpt-5-mini-2025-08-07,"No | evidence: Title: 'Gene expression analysis in EGFR-mutant NSCLC cells treated with erlotinib versus DMSO'; sample lines: 'PC9 cells,lung,PC9,DMSO' and 'HCC827 cells,lung,HCC827,Erlotinib'. No fields for survival time or status present. | justification: This is an in vitro cell line experiment (PC-9, HCC827) comparing drug treatment vs vehicle; no patient-level clinical data such as overall survival, progression-free survival, or event/status fields are provided.","No | stage i evidence: No patient/stage annotations present in the sample metadata; all samples are labeled as cell lines (PC9, HCC827). | act evidence: Agent column lists 'Erlotinib' or 'DMSO' for in vitro treatment; there is no annotation of adjuvant chemotherapy given to patients. | justification: Samples are experimental cell lines, so there cannot be a majority of clinical Stage I patients, nor is there any explicit clinical ACT annotation.","meets survival criterion: No | meets stage or act criterion: No | justification: The dataset is an in vitro gene expression study of NSCLC cell lines treated with erlotinib vs DMSO and lacks any patient-level survival data, stage information, or adjuvant chemotherapy annotations required by the inclusion criteria.",No,False
samples_table_GSE101929.csv,,gpt-5-mini-2025-08-07,"Yes | evidence: Fields in 'GPL570_Characteristics' include 'survival (days): <n>' and 'death due to lung cancer (all years): Dead/Alive' for individual samples (e.g., patient 10111: 'survival (days): 534' and 'death ...: Dead'). | justification: Per-patient survival time (days/months/years) and vital status (Dead/Alive) are explicitly provided for most entries.","Yes | stage i evidence: After deduplicating paired tumor/normal samples by patient, there are 41 unique patients; 22 are Stage I (~53.7%), which is >50% (examples: patients 10146, 10174, 10444, 10590, 11344, ...). | act evidence: No explicit adjuvant chemotherapy (ACT) annotation is present in the provided fields. | justification: The dataset meets the stage I composition criterion (>50% Stage I patients).","meets survival criterion: Yes | meets stage or act criterion: Yes | justification: Patient-level survival times and status are available, and a majority of unique patients (>50%) are Stage I. Although ACT annotation is not present, the Stage I proportion satisfies the inclusion requirement.",Yes,True
samples_table_GSE137445.csv,,gpt-5-mini-2025-08-07,"No | evidence: Dataset sample table lists only sample IDs, tissue type (normal/tumor) and tumor histology (SCC/AC) for 8 tumor samples and paired normals; no fields for survival time or status (OS/PFS/RFS) are present. | justification: No patient-level survival time or event status is provided in the available metadata; only tissue and histology information are given.","No | stage i evidence: Metadata lists tumor histology (Squamous cell carcinoma, Adenocarcinoma) but contains no staging information (no Stage I/II/III/IV annotations). | act evidence: No annotation for adjuvant chemotherapy or treatment is present in the sample metadata. | justification: Neither stage information nor ACT labels are provided; sample composition cannot be assessed for >50% Stage I.",meets survival criterion: No | meets stage or act criterion: No | justification: Fails inclusion criterion 1 (no survival time/status). Fails criterion 2 because there is no staging data to show ≥50% Stage I and no explicit adjuvant chemotherapy annotation.,No,False
samples_table_GSE137479.csv,,gpt-5-mini-2025-08-07,"No | evidence: Dataset contains only cell line sample records (A549 replicates: GSM4080029- GSM4080034) with fields like 'Cell line', 'Cell type', 'Genotype/variation'. No patient-level clinical fields or survival time/status reported. | justification: This is an in vitro expression profiling experiment on A549 cell lines, not patient cohort data; no overall survival, progression-free survival, recurrence, or status fields are present.",No | stage i evidence: No clinical staging information provided; all entries are cell line samples (A549) rather than patient tumor samples. | act evidence: No annotation for adjuvant chemotherapy or treatment status present in the metadata. | justification: Dataset contains no patient-level data to determine stage distribution or ACT annotation; therefore it cannot meet the >50% Stage I or explicit ACT criteria.,meets survival criterion: No | meets stage or act criterion: No | justification: Fails survival criterion (no patient survival time/status) and fails stage/ACT criterion (no patient staging or treatment annotations). Dataset is an A549 cell line experiment and not eligible for the clinical NSCLC meta-analysis.,No,False
