custom_id,source_list,target_disease,error,model,q1_human_microarray_expression_profiling,q2_target_disease,q3_human_cns_tissue,q4_non_clinical,q5_case_control_design,q6_irrelevant_brain_region,q7_incompatible_technology,q8_inclusion_justification,q9_include_dataset,final_include,in_actual,q7_intermediate_phenotype,q8_familial_alzheimer_disease,q9_incompatible_technology,q10_inclusion_justification,q11_include_dataset,q7_familial_disease,q8_incompatible_technology,q9_inclusion_justification,q10_include_dataset
als-ftd-screened_E-MTAB-4964,als-ftd-screened,ALS-FTD,,o4-mini-2025-04-16,Yes | evidence: Study type: transcription profiling by array; Organism: Homo sapiens | justification: Dataset uses microarray for human gene expression profiling,"No | evidence: Disease: acrolentiginous melanoma, normal | justification: Dataset pertains to melanoma, not ALS-FTD","No | evidence: Organism part: dermis | justification: Samples are skin fibroblasts, not CNS tissue","Yes | evidence: Cell type: control dermal fibroblast, melanoma associated fibroblast | justification: Uses primary patient-derived fibroblast cultures (in vitro)",Yes | evidence: Experimental factor: disease (melanoma vs normal) | justification: Compares diseased fibroblasts (cases) to normal controls,"Yes | evidence: Organism part: dermis | justification: Samples are from skin, not an ALS-FTD-affected brain region",No | evidence: Technology: Array assay; Molecule: RNA assay | justification: Microarray expression profiling is compatible,"justification: Dataset studies melanoma-derived dermal fibroblasts, not ALS-FTD or CNS tissue, and uses in vitro cell cultures; thus it fails multiple inclusion criteria",No,No,False,,,,,,,,,
als-ftd-screened_E-MTAB-6189,als-ftd-screened,ALS-FTD,,o4-mini-2025-04-16,Yes | evidence: Study type: transcription profiling by array; Technology: Array assay; Assay: Affymetrix Clariom™ D Assay | justification: The study uses an Affymetrix microarray platform to profile human gene expression.,No | evidence: Samples: sporadic FTLD-TDP and C9ORF72-familial FTLD; no ALS cases | justification: The dataset focuses on frontotemporal lobar degeneration (FTLD) without including amyotrophic lateral sclerosis (ALS) subjects.,Yes | evidence: Organism part: Brodmann area 8 (frontal cortex) | justification: RNA was extracted from human postmortem frontal cortex tissue.,"No | evidence: Source characteristics: no cell lines or in vitro models; clinical postmortem brain samples | justification: All samples are postmortem human brain tissue, not patient‐derived cell lines or disease models.",Yes | evidence: Controls (n=10) vs sporadic FTLD-TDP (n=10) vs familial FTLD (n=10); Experimental design: disease state design | justification: The study compares diseased groups against controls in a case–control framework.,"No | evidence: Tissue: frontal cortex area 8, main area affected in FTLD | justification: Brodmann area 8 is a region significantly impacted in frontotemporal dementia/lobar degeneration.",No | evidence: Technology: Array assay; Assay by Molecule: RNA assay | justification: The study uses compatible microarray technology for expression profiling.,"justification: Although the dataset meets criteria for human microarray profiling, CNS tissue, case–control design, and uses relevant brain region and technology, it does not include ALS cases and therefore does not target the ALS-FTD spectrum.",No,No,True,,,,,,,,,
als-ftd-screened_E-MTAB-656,als-ftd-screened,ALS-FTD,,o4-mini-2025-04-16,Yes | evidence: Study type: transcription profiling by array; Technology: Array assay; Assay by Molecule: RNA assay | justification: The experiment uses a microarray platform for human RNA expression profiling.,"No | evidence: Disease states: normal, Frontotemporal lobar degeneration, Alzheimer's disease | justification: No ALS or ALS-FTD subjects are included; only FTLD and AD are studied.","Yes | evidence: Organism part: middle temporal gyrus; Organism: Homo sapiens | justification: Samples are from human temporal cortex, a CNS region.","No | evidence: Cell type/line: Not found; Source Characteristics: organism part | justification: Only human brain tissue samples were used, no in vitro cell lines or models.",Yes | evidence: Experimental Factors: DISEASESTATE with levels normal and Frontotemporal lobar degeneration | justification: Group comparisons between disease (FTLD) and control (normal) constitute a case/control design.,No | evidence: Organism part: middle temporal gyrus | justification: Temporal cortex is affected in frontotemporal lobar degeneration/FTD.,"No | evidence: Study type: transcription profiling by array | justification: Technology is microarray-based, which is compatible.","justification: Although the study meets microarray, human CNS tissue, and design criteria, it does not include ALS-FTD subjects (only FTLD and AD), so it fails the target disease requirement.",No,No,True,,,,,,,,,
als-ftd-screened_E-MTAB-850,als-ftd-screened,ALS-FTD,,o4-mini-2025-04-16,Yes | evidence: Study type: transcription profiling by array; Technology: Array assay; Assay by Molecule: RNA assay; Organism: Homo sapiens | justification: The dataset uses human samples and microarray-based transcription profiling (array assay).,"No | evidence: Title: head and neck squamous cell carcinoma; Disease: tumour, normal (oral cancers) | justification: The disease under study is head and neck squamous cell carcinoma, not ALS or FTD. ","No | evidence: Organism part: oropharynx, larynx, tonsil, oral cavity | justification: Samples derive from head and neck epithelial tissues, not CNS regions. ","No | evidence: Sample source: in vivo tumour and normal tissues; no cell lines or models mentioned | justification: All samples are patient‐derived tissues, not in vitro cell lines or experimental disease models. ",Yes | evidence: Disease state: tumour vs normal | justification: The study compares tumour samples (cases) to normal samples (controls). ,"Yes | evidence: Organism part: oropharynx, larynx, tonsil, oral cavity | justification: Tissues analyzed are outside the CNS and not regions affected in ALS‐FTD. ","No | evidence: Technology: Array assay; Assay by Molecule: RNA assay | justification: The platform is microarray expression profiling, which is compatible. ",justification: The dataset is human and microarray-based with a case/control design but does not involve ALS-FTD or CNS tissue; thus it fails key inclusion criteria. ,No,No,False,,,,,,,,,
als-ftd-screened_E-MTAB-8635,als-ftd-screened,ALS-FTD,,o4-mini-2025-04-16,Yes | evidence: Study type: transcription profiling by array; Technology: Array assay; Assay by Molecule: RNA assay | justification: This is a human microarray-based transcription profiling study of RNA from spinal cord samples.,"Yes | evidence: Disease: sporadic amyotrophic lateral sclerosis | justification: The study investigates gene expression in patients with sporadic ALS, which falls within the ALS‐FTD spectrum.","Yes | evidence: Organism: Homo sapiens; Organism part: first lumbar spinal cord segment | justification: Samples are from human adult spinal cord tissue, part of the CNS and relevant to motor neuron degeneration.",No | evidence: Cell type/line: Not found; Source Characteristics: Organism part: spinal cord | justification: No patient‐derived in vitro cell lines or models are used; tissues are directly from patients.,Yes | evidence: Experimental Designs: case control design; Experimental Factors: disease | justification: The study compares 30 sporadic ALS patients to 10 controls.,No | evidence: Organism part: first lumbar spinal cord segment | justification: Spinal cord is a primary site of ALS pathology and thus relevant.,"No | evidence: Technology: Array assay; Assay by Molecule: RNA assay | justification: The platform is microarray‐based expression profiling, which is compatible.","justification: This study profiles human spinal cord microarray expression in a case/control design for sporadic ALS patients, meets all criteria for inclusion in the ALS‐FTD transcriptomics dataset.",Yes,Yes,True,,,,,,,,,
als-ftd-screened_E-TABM-940,als-ftd-screened,ALS-FTD,,o4-mini-2025-04-16,Yes | evidence: Study type: transcription profiling by array; Technology: Array assay; Affymetrix HgU133vII genechips | justification: Dataset uses human microarray expression profiling,"Yes | evidence: Samples annotated with PROBABLE/DEFINITIVE diagnosis of ALS | justification: Dataset pertains to ALS, part of the ALS-FTD spectrum","No | evidence: Organism part: Blood | justification: Samples are from whole blood, not CNS tissue",No | evidence: Organism part: Blood; no cell line or model mentioned | justification: Study uses in vivo patient blood samples,Yes | evidence: Comparisons of ALS whole blood samples vs non diseased control whole blood | justification: Classic case/control design,Yes | evidence: Organism part: Blood | justification: Blood is not a brain region relevant to ALS-FTD CNS pathology,No | evidence: Array assay; Affymetrix microarray | justification: Technology is compatible with microarray profiling,"justification: Excluded because samples are from blood, not CNS tissue relevant to ALS-FTD neurodegeneration",No,No,False,,,,,,,,,
alzheimer-screened_E-GEOD-30951,alzheimer-screened,AD,,o4-mini-2025-04-16,Yes | evidence: Study type: transcription profiling by array; Technology: Array assay; Organism: Homo sapiens | justification: The study uses human samples and gene expression was measured by microarray (array-based transcription profiling).,"No | evidence: Disease annotations: TLR3-/- Patient, MyD88-/- Patient, UNC93B-/- Patient; Title: Complete TLR3 deficiency | justification: The dataset investigates TLR3 deficiency in fibroblasts and PBMCs, not Alzheimer’s disease. ","No | evidence: Cell type: skin fibroblast, PBMC | justification: Samples are peripheral blood mononuclear cells and skin fibroblasts, not CNS tissue. ","Yes | evidence: Samples: cultured skin fibroblast cells and PBMCs from patients and controls; described in vitro stimulation protocols | justification: The study uses patient‐derived cells in vitro, not tissue biopsies, so it is a non‐clinical cell model. ","Yes | evidence: Sample groups include healthy controls and patients with TLR3-/-, MyD88-/-, UNC93B-/- | justification: The design contrasts affected patients against healthy donors, fitting a case/control framework. ",No | evidence: No brain or CNS region specified in sample characteristics | justification: No brain regions are sampled—only peripheral cells were profiled. ,,,,No,False,No | evidence: No Alzheimer staging information provided; disease focus is TLR3 deficiency | justification: This dataset is not about AD phenotypes or Braak staging. ,"No | evidence: No mention of Alzheimer’s disease or familial AD cases | justification: The dataset concerns TLR3‐related immunodeficiency, not familial AD. ","No | evidence: Technology: Array assay; Assay by Molecule: RNA assay | justification: Data were generated by microarray, which is compatible with profiling requirements. ",justification: Fails disease relevance (not Alzheimer’s) and CNS tissue criteria—focuses on TLR3 deficiency in peripheral cells. ,No,,,,
alzheimer-screened_E-GEOD-32390,alzheimer-screened,AD,,o4-mini-2025-04-16,Yes | evidence: Study type: transcription profiling by array; Technology: Array assay; Assay by Molecule: RNA assay | justification: Dataset uses human RNA microarray expression profiling,"No | evidence: Description and Disease state: herpes simplex virus type 1 (HSV1) encephalitis; TRIF, MYD88, TLR3 deficiencies | justification: Dataset pertains to HSV1 encephalitis in TRIF‐deficient patients, not Alzheimer’s disease","No | evidence: Cell type: PBMC, Fibroblasts; no organism part listed | justification: Samples are peripheral blood mononuclear cells and fibroblasts, not CNS tissue",Yes | evidence: Samples derived from skin fibroblast cell lines and cultured PBMCs | justification: Dataset involves patient‐derived in vitro cell lines and ex vivo PBMC cultures,"Yes | evidence: Samples include healthy controls (n=3 for fibroblasts, n=1 for PBMC) and patients with TRIF, MYD88, TLR3 deficiencies | justification: Design compares disease and control groups",No | evidence: No brain regions sampled | justification: Not applicable—no CNS tissue,,,,No,False,"No | evidence: Not Alzheimer’s disease, no Braak staging | justification: Dataset does not involve AD phenotypes",No | evidence: Not Alzheimer’s disease | justification: Dataset is unrelated to familial AD,No | evidence: Technology: Array assay; Assay by Molecule: RNA assay | justification: Microarray technology is compatible,"justification: The dataset studies in vitro PBMC and fibroblast responses in HSV1 encephalitis patients with TRIF pathway deficiencies, not Alzheimer’s disease brain tissue, and thus fails disease and tissue criteria.",No,,,,
alzheimer-screened_E-GEOD-38652,alzheimer-screened,AD,,o4-mini-2025-04-16,Yes | evidence: Study type: transcription profiling by array; Technology: Array assay; Organism: Homo sapiens | justification: Dataset uses microarray-based RNA expression profiling on human samples.,No | evidence: Title and description describe TBK1 deficiency and TLR3 responses; no mention of Alzheimer’s disease. | justification: Dataset is not related to Alzheimer’s disease.,"No | evidence: Samples are skin fibroblast cell lines; no CNS tissue reported. | justification: Dataset uses peripheral fibroblasts, not brain/CNS tissue.","Yes | evidence: Samples are patient-derived fibroblast cell lines cultured and stimulated in vitro. | justification: Dataset involves in vitro cell line models, not direct clinical tissue.",Yes | evidence: Fibroblasts from healthy controls (n=3) and TBK1-deficient patients (n=2) were compared. | justification: Dataset includes both control and patient groups.,No | evidence: No brain tissue involved. | justification: Dataset does not sample any brain regions.,,,,No,False,No | evidence: No AD phenotypes or Braak staging described. | justification: Intermediate AD phenotypes are not relevant; dataset is not AD.,No | evidence: No familial AD cases described; study concerns TBK1 mutations in HSE. | justification: Dataset is unrelated to familial AD.,No | evidence: Technology: Array assay; Assay by Molecule: RNA assay. | justification: Dataset uses compatible microarray technology.,"justification: Dataset is not related to Alzheimer’s disease and uses fibroblast cell lines, not human CNS tissue, so it does not meet the target disease or tissue criteria.",No,,,,
alzheimer-screened_E-MEXP-1913,alzheimer-screened,AD,,o4-mini-2025-04-16,Yes | evidence: Study type: transcription profiling by array; Genome-wide expression profiles (Affymetrix) | justification: The study uses Affymetrix microarrays to profile RNA expression.,Yes | evidence: Description refers to Alzheimer’s disease pathology and β-amyloid peptides central to AD | justification: The experiment models AD-relevant Abeta40/42 levels and discusses AD pathophysiology.,No | evidence: Samples derived from human neuroblastoma cell line SH-SY5Y | justification: No primary human brain or CNS tissue; only in vitro cell line.,"Yes | evidence: Use of SH-SY5Y neuroblastoma cells transfected with APP constructs | justification: The dataset is based on an in vitro cell-line model, not clinical samples.","No | evidence: Experimental factors are transfection constructs, not patient/control groups | justification: Design compares engineered cell clones, not case vs. control subjects.","No | evidence: No actual brain tissue sampled | justification: Not applicable—study uses cell lines, not brain regions.",,,,No,False,No | evidence: No AD staging or Braak classification reported | justification: The dataset does not involve human AD phenotypes or staging.,"No | evidence: No mention of familial AD cases | justification: Study is an in vitro model, not familial AD cohort.","No | evidence: Technology: Array assay; Assay by Molecule: RNA assay | justification: Uses microarray technology, which is compatible.","justification: Although the dataset uses human-derived material and microarrays, it is an in vitro neuroblastoma cell-line model rather than human CNS tissue from AD cases with clinical staging, so it fails inclusion criteria.",No,,,,
alzheimer-screened_E-MEXP-2280,alzheimer-screened,AD,,o4-mini-2025-04-16,Yes | evidence: Study type: transcription profiling by array; Technology: Array assay; Assay by Molecule: RNA assay | justification: The dataset uses genome‐wide expression profiling performed on microarrays with RNA assays.,Yes | evidence: Description: 5 AD patients among other neurodegenerative disorders | justification: Alzheimer’s disease samples are explicitly included and profiled.,Yes | evidence: Source Characteristics: Organism Homo sapiens; Organism part: medial temporal lobe; post‐mortem tissue | justification: Samples are from human medial temporal lobe brain tissue.,No | evidence: Samples: snap frozen post‐mortem tissue | justification: No in vitro cell lines or disease models—only patient post‐mortem tissue.,"Yes | evidence: Description: 5 AD, 5 disease controls, and 5 normal control subjects; matched for age, gender, haplotypes | justification: The design compares AD cases to matched control subjects.",No | evidence: Organism part: medial temporal lobe | justification: Medial temporal lobe is a key region affected in AD.,,,,Yes,True,"No | evidence: Disease staging includes Braak stage 6 alongside lower stages | justification: While intermediate Braak stages appear for controls or other groups, AD cases include Braak VI classification.",No | evidence: Clinical/familial information does not indicate familial AD | justification: Cases are characterized by sporadic AD without familial linkage reported.,"No | evidence: Technology: Array assay; Study type: transcription profiling by array | justification: Dataset uses microarray technology, not RNA‐seq or proteomics.","justification: Meets all inclusion criteria: human microarray profiling, includes AD cases at Braak VI in relevant CNS tissue with case/control design, sporadic AD, and compatible technology.",Yes,,,,
alzheimer-screened_E-MTAB-1841,alzheimer-screened,AD,,o4-mini-2025-04-16,Yes | evidence: Technology: Array assay; Assay by Molecule: RNA assay; Description: microarray gene expression profiling | justification: The study uses microarray transcription profiling on human-derived samples.,Yes | evidence: Description: role of intraneuronal Abeta42 in Alzheimer disease pathogenesis | justification: The focus is on Abeta peptides implicated in Alzheimer’s disease.,No | evidence: Sample source: SH-SY5Y cell line (neuroblastoma); Experimental design: in_vitro_design | justification: No human CNS tissue samples; only an in vitro cell line is used.,Yes | evidence: Experimental design: in_vitro_design; Source characteristics: Cell line: SH-SY5Y | justification: The dataset uses a human neuroblastoma cell line rather than patient tissue.,"No | evidence: Experimental design: compound_treatment_design, time_series_design | justification: Study is a time‐course compound treatment, not a case vs control comparison.",No | evidence: No tissue samples; in vitro cell line | justification: Not applicable as no brain region is sampled.,,,,No,False,No | evidence: No disease staging provided; cell line model | justification: No Braak staging; model does not represent intermediate or late AD phenotypes.,No | evidence: No clinical/familial attributes | justification: Not derived from familial AD cases; it’s a cell line model.,No | evidence: Technology: Array assay | justification: Microarray technology is compatible.,justification: The dataset is an in vitro cell line model with no patient CNS tissue or case/control design; it fails multiple inclusion criteria.,No,,,,
alzheimer-screened_E-MTAB-2325,alzheimer-screened,AD,,o4-mini-2025-04-16,Yes | evidence: Study type: transcription profiling by array; Technology: Generic.SingleColor.014850 | justification: Dataset uses microarray-based transcription profiling,"No | evidence: Experimental Factors: Disease: normal, Sporadic Amyotrophic Lateral Sclerosis | justification: Disease studied is sporadic ALS, not Alzheimer’s disease",Yes | evidence: Source Characteristics: Organism: Homo sapiens; Organism part: v4 cortex | justification: Samples are human brain (cortical) tissue,"No | evidence: No cell lines or in vitro models reported; samples are post-mortem CNS tissue | justification: Dataset uses primary patient tissue, not in vitro cell lines or models",Yes | evidence: Experimental Designs: case control design; groups: Control and Sporadic ALS | justification: Study compares disease cases against matched controls,No | evidence: Organism part: v4 cortex (neocortex) | justification: Neocortical regions are affected in AD; cortex is relevant region,,,,No,False,No | evidence: No AD staging/Braak stage information provided | justification: Dataset is ALS; no intermediate AD phenotype reporting,"No | evidence: Disease: Sporadic Amyotrophic Lateral Sclerosis; no AD cases | justification: Dataset contains sporadic ALS, not familial Alzheimer’s disease",No | evidence: Technology: Array assay; Assay by Molecule: RNA assay | justification: Microarray is compatible technology,"justification: Dataset is focused on sporadic ALS, not Alzheimer’s disease; does not meet disease criterion",No,,,,
alzheimer-screened_E-MTAB-6094,alzheimer-screened,AD,,o4-mini-2025-04-16,Yes | evidence: Study type: transcription profiling by array; Technology: Array assay; Assay by Molecule: RNA assay | justification: The dataset uses genome-wide mRNA expression microarrays in human samples.,Yes | evidence: Description mentions Alzheimer’s disease patients; Samples disease: Alzheimers disease | justification: The dataset compares gene expression in AD patients versus controls.,"No | evidence: Organism part: blood; Sample source: peripheral blood mononuclear cells (PBMCs) | justification: Samples are PBMCs, not CNS tissue.","No | evidence: Cell type: mononuclear cell; Organism part: blood | justification: The study uses primary human blood cells, not in vitro cell lines or disease models.",Yes | evidence: Samples collected from 25 AD patients and 15 age-matched controls | justification: The study design compares AD case samples to non-demented control samples.,No | evidence: Organism part: blood | justification: No brain tissue was sampled; irrelevant brain region criterion not applicable.,,,,No,False,"No | evidence: Disease staging: clinical dementia rate 1 and 3 | justification: The dataset includes AD patients at defined clinical stages, not only intermediate neuropathological stages.",No | evidence: Clinical/familial: Not found | justification: No information indicates familial AD; likely sporadic cases.,"No | evidence: Study type: transcription profiling by array; Technology: Array assay | justification: The dataset uses microarray, which is compatible with inclusion criteria.","justification: Although the dataset meets microarray profiling, AD cases, and a case-control design, it uses peripheral blood cells rather than human CNS tissue, failing the CNS tissue inclusion criterion.",No,,,,
alzheimer-screened_E-MTAB-656,alzheimer-screened,AD,,o4-mini-2025-04-16,Yes | evidence: Study type: transcription profiling by array; Technology: Array assay; Organism: Homo sapiens | justification: Dataset uses human samples and microarray-based transcript profiling,Yes | evidence: Samples include Alzheimer’s disease in DISEASESTATE and ClinicalHistory | justification: Study compares AD cases to controls,Yes | evidence: Organism part: middle temporal gyrus (temporal cortex) | justification: Samples are from human CNS tissue relevant to AD,No | evidence: No cell line or in vitro model indicated | justification: All samples are postmortem human brain tissue,Yes | evidence: Experimental Factor DISEASESTATE includes Alzheimer’s disease vs normal | justification: Includes AD cases and cognitively normal controls,No | evidence: Samples from middle temporal gyrus | justification: Temporal cortex is affected in AD,,,,Yes,True,No | evidence: DiseaseState: Alzheimer’s disease without staging details | justification: AD cases are included but not limited to intermediate Braak stages,No | evidence: ClinicalHistory for AD does not specify familial cases | justification: AD samples are not exclusively familial,No | evidence: Technology: Array assay | justification: Microarray-based expression profiling used,"justification: Meets all inclusion criteria (human, microarray, AD, relevant brain region, case/control design, sporadic AD) and none of the exclusion criteria",Yes,,,,
alzheimer-screened_E-MTAB-7852,alzheimer-screened,AD,,o4-mini-2025-04-16,Yes | evidence: Study type: transcription profiling by array; uses Affymetrix Gene Chip Human Exon 1.0 ST array | justification: Dataset employs human microarray expression profiling.,"Yes | evidence: Experimental Factors: Disease: normal, Alzheimer disease | justification: Samples include Alzheimer disease status.","No | evidence: Samples are neuronal cells derived from hiPS cells in culture | justification: In vitro differentiated cells, not human brain/CNS tissue.",Yes | evidence: Samples: cultures of hiPS cells and differentiated neuronal cells | justification: Dataset involves patient‐derived in vitro cell models.,"No | evidence: Comparison between differentiation time points (day 38 vs days 45/52) | justification: Design is developmental/time‐series, not case/control.",No | evidence: No brain tissue sampled | justification: Not applicable; no brain region involved.,,,,No,False,"No | evidence: No Braak staging or intermediate phenotype data | justification: Not a brain tissue study, intermediate staging criteria not addressed.",Unclear | evidence: Cell line AD4F-1 is from an Alzheimer source but familial status not specified | justification: Description does not specify sporadic vs familial origin.,No | evidence: Uses Affymetrix microarray technology | justification: Technology is compatible with microarray expression profiling.,justification: Exclusion due to use of in vitro hiPS‐derived cells rather than human CNS tissue and lack of case/control design.,No,,,,
alzheimer-screened_E-MTAB-8283,alzheimer-screened,AD,,o4-mini-2025-04-16,Yes | evidence: Study type: Human - One-color microarray; Technology: Array assay | justification: The dataset uses a one-color microarray platform to profile miRNA expression in human tissue,Yes | evidence: Title and factors list Alzheimer disease as a disease state | justification: Includes Alzheimer disease subjects as one of the experimental groups,Yes | evidence: Organism part: brain; Title refers to cortex tissue | justification: Samples are derived from human cortical brain tissue,No | evidence: No cell lines or in vitro models reported; samples from postmortem brain | justification: Tissue samples come directly from human subjects rather than cultured cells,Yes | evidence: Experimental design: disease state design; includes Alzheimer disease and normal controls | justification: Study includes both AD cases and healthy control subjects,No | evidence: Organism part: cortex | justification: Cortex is a region heavily affected in AD,,,,Yes,False,No | evidence: Includes a defined Alzheimer disease group in addition to high-pathological controls | justification: Not limited to intermediate pathology; includes clinically defined AD subjects,No | evidence: No mention of familial AD pedigree information | justification: Cohort appears to be from sporadic AD cases,"No | evidence: Technology: Array assay; Study type: microarray | justification: Uses microarray-based profiling, not RNA-seq or proteomics","justification: Meets all inclusion criteria: human microarray profiling of miRNA, AD cases vs controls, relevant CNS region, sporadic AD, case/control design, no incompatible technology or in vitro models",Yes,,,,
lbd-screened_E-GEOD-16658,lbd-screened,LBD,,o4-mini-2025-04-16,Yes | evidence: Study type: transcription profiling by array; Exiqon microarrays spotted with probes for 733 human miRNAs | justification: Uses human microarray platform for miRNA expression profiling,Yes | evidence: Samples from Parkinson's disease patients | justification: Parkinson’s disease is a Lewy body disease,No | evidence: Samples are peripheral blood mononuclear cells (PBMCs) | justification: PBMCs are not CNS tissue,No | evidence: Study uses primary PBMCs from patients and controls | justification: No in vitro cell lines or disease models used,Yes | evidence: 19 PD patients and 13 controls | justification: Design compares disease cases versus unaffected controls,"Yes | evidence: Tissue source is PBMCs, not brain regions | justification: Peripheral blood is not a CNS region affected by LBD neurodegeneration",,,,No,False,,,,,,No | evidence: Study investigates idiopathic PD | justification: No familial PD cases reported,No | evidence: Transcription profiling by array (miRNA microarray) | justification: Technology is compatible with microarray expression profiling,"justification: Although the dataset meets microarray, disease, and design criteria, it uses peripheral blood rather than CNS tissue and is therefore excluded",No
lbd-screened_E-GEOD-29889,lbd-screened,LBD,,o4-mini-2025-04-16,Yes | evidence: Technology: Array assay; Assay by Molecule: RNA assay | justification: The study uses transcription profiling by array on RNA from samples.,"No | evidence: Disease: Not found; study focuses on HCV infection in hepatoma cells | justification: Dataset pertains to hepatitis C virus infection, not Lewy body diseases.","No | evidence: Samples are Huh-7 derived hepatoma cell cultures | justification: Cell lines are hepatic, not CNS tissue from human brain.",Yes | evidence: Samples: Huh-7 derived hepatoma cell cultures in vitro | justification: The dataset involves in vitro cell line models rather than patient tissue.,No | evidence: Comparisons are between infected vs uninfected cell lines | justification: Design is not a clinical case/control study of patients.,"Unclear | evidence: No brain regions sampled | justification: Not applicable, but no CNS regions involved.",,,,No,False,,,,,,Unclear | evidence: Clinical/familial: Not found | justification: No familial LBD data; not relevant to LBD.,"No | evidence: Technology: Array assay | justification: Uses microarray, which is compatible.",justification: Excluded because it does not involve human CNS tissue or LBD cases and uses in vitro hepatoma cell lines modeling HCV infection.,No
lbd-screened_E-GEOD-70845,lbd-screened,LBD,,o4-mini-2025-04-16,Yes | evidence: Study type: transcription profiling by array; Technology: Array assay | justification: The dataset uses transcription profiling by array on human samples indicating microarray expression profiling.,"No | evidence: Description: manganese-induced neurotoxicity; no mention of Lewy body diseases or Parkinson’s disease patients | justification: The study investigates manganese exposure in cell lines, not LBD patient samples.","No | evidence: Cell type/line: SHSY5Y neuroblastoma cell line; Organism part: Not found | justification: Samples are from an in vitro neuroblastoma cell line, not human CNS tissue.",Yes | evidence: Cell line: SHSY5Y neuroblastoma cell line | justification: The dataset uses a human neuroblastoma cell line model in vitro rather than clinical patient tissue.,"No | evidence: Experimental design: treated vs untreated cell cultures; no case/control patient groups | justification: This is a treatment experiment in cell culture, not a clinical case/control design.",Yes | evidence: Samples derived from SHSY5Y cells; no brain region specified | justification: No human brain region is sampled; cell lines are not a brain region relevant to LBD.,,,,No,False,,,,,,No | evidence: Clinical/familial: Not found | justification: No familial LBD cases are involved.,"No | evidence: Study type: transcription profiling by array; Technology: Array assay | justification: The technology is microarray-based, which is compatible with inclusion.","justification: Excluded because it uses an in vitro neuroblastoma cell line model rather than human LBD patient brain tissue, and it does not target Lewy body diseases or employ a case/control clinical design.",No
lbd-screened_E-MEXP-18,lbd-screened,LBD,,o4-mini-2025-04-16,Yes | evidence: Study type: transcription profiling by array; Technology: Array assay | justification: The experiment uses array-based transcription profiling of RNA in human samples.,"No | evidence: Source Characteristics: Disease: cancer; DiseaseState: cancer | justification: The dataset focuses on cancer and normal physiology, with no mention of Lewy body diseases.","Yes | evidence: Organism part: caudate nucleus | justification: At least one sample originates from human caudate nucleus, a CNS region.",Yes | evidence: CellLine: Daudi; CellType: hepatocyte | justification: The dataset includes patient-derived in vitro cell lines and non‐tissue samples.,No | evidence: Sample count: 1; Experimental Designs: disease_state_design | justification: No clear case/control comparison for Lewy body disease is present.,No | evidence: Organism part: caudate nucleus | justification: The caudate nucleus is part of the striatum and can be affected in LBD.,,,,No,False,,,,,,No | evidence: Clinical/familial: Not found | justification: No indication that the samples are from familial LBD cases.,"No | evidence: Technology: Array assay | justification: The dataset employs microarray technology, which is compatible.","justification: Although it uses human microarray profiling and includes CNS tissue, the dataset is centered on cancer and normal physiology, contains non‐clinical cell lines, and has no Lewy body disease cases; therefore it does not meet the inclusion criteria.",No
lbd-screened_E-MTAB-1194,lbd-screened,LBD,,o4-mini-2025-04-16,Yes | evidence: Study type: transcription profiling by array; Technology: Array assay | justification: Human microarray transcription profiling dataset.,Yes | evidence: Disease: Parkinson's disease; Title: Microarrays of frontal cortex of Parkinson cases | justification: Parkinson's disease is a Lewy body disease.,Yes | evidence: Organism: Homo sapiens; Organism part: frontal lobe (area 8) | justification: Samples derived from human frontal cortex.,"No | evidence: Organism part: frontal lobe; No cell type/line information | justification: Tissue samples from patients, no in vitro cell lines or models.","Yes | evidence: Title: Parkinson cases and controls; DISEASESTATE: Parkinson's disease, normal | justification: Study compares PD cases to normal controls.",No | evidence: Organism part: frontal lobe; Lewy body pathology involves cortical regions including frontal cortex | justification: Frontal cortex is relevant to LBD neurodegeneration.,,,,Yes,True,,,,,,No | evidence: Clinical/familial: Not found | justification: No indication of familial cases; presumed sporadic PD.,No | evidence: Technology: Array assay; Study type: transcription profiling by array | justification: Microarray technology is compatible.,justification: Dataset is human microarray expression profiling of sporadic Parkinson’s disease cases vs controls in relevant CNS tissue regions using compatible technology.,Yes
lbd-screened_E-MTAB-2325,lbd-screened,LBD,,o4-mini-2025-04-16,Yes | evidence: Study type: transcription profiling by array; Technology: Array assay; Assay by Molecule: RNA assay | justification: The dataset uses microarray-based transcription profiling on human samples.,"No | evidence: Disease: normal, Sporadic Amyotrophic Lateral Sclerosis | justification: The study focuses on sporadic ALS, which is not a Lewy body disease.",Yes | evidence: Organism part: v4 cortex (motor cortex) | justification: Samples are from human brain (motor cortex) tissue.,"No | evidence: Disease: Sporadic Amyotrophic Lateral Sclerosis; no cell lines mentioned | justification: All samples are post-mortem brain tissue, not in vitro cell lines or models.",Yes | evidence: Experimental Designs: case control design | justification: The study compares ALS cases to controls.,Yes | evidence: Organism part: v4 cortex (motor cortex) | justification: Motor cortex is not a region primarily affected in Lewy body diseases.,,,,No,False,,,,,,"No | evidence: Disease: Sporadic Amyotrophic Lateral Sclerosis | justification: The ALS cases are sporadic, not familial LBD.","No | evidence: Study type: transcription profiling by array | justification: The study uses microarray technology, which is compatible.","justification: This dataset studies sporadic ALS in motor cortex, not Lewy body diseases, and samples an irrelevant brain region for LBD. It does not meet the disease or anatomical criteria.",No
